Week,DMA_Name,DMA_ID,TRx,TV_Spend,Digital_Spend,Search_Spend,Print_Spend,HCP_Events_Spend,Medical_Journal_Spend,TV_Impressions,Digital_Impressions,Digital_Clicks,Search_Clicks,Print_Impressions,HCP_Email_Sends,Rep_Calls,Sample_Units,Copay_Redemptions,Lagged_TRx,DMA_Population,Competitor_TV_Spend,Seasonality
9/15/2024,Philadelphia PA,DMA_004,238811,348233,130896,47554,58758,113209,37665,9156121,14289175,256034,15294,484211,417,2585,1228,42318,202989,5610000,266151,1.322
9/22/2024,Philadelphia PA,DMA_004,230221,286476,91916,52577,40275,63145,45472,7813341,12034016,158892,17341,436738,435,1768,1711,48893,195687,5610000,237626,1.324
9/29/2024,Philadelphia PA,DMA_004,240120,295669,78007,45501,44545,112432,46745,8924176,11395931,147188,23086,463378,527,1948,1227,52268,204102,5610000,397741,1.356
10/6/2024,Philadelphia PA,DMA_004,237782,283296,90905,47083,44846,62507,52742,7676734,11955300,96726,12587,460319,568,2480,1542,41139,202114,5610000,342442,1.423
10/13/2024,Philadelphia PA,DMA_004,266959,361982,135164,52204,63371,83766,44951,12352798,13536571,267267,21334,621430,410,2027,1128,51515,226915,5610000,312774,1.432
10/20/2024,Philadelphia PA,DMA_004,244923,352971,100225,47239,32226,83173,63935,9529924,11372096,183936,12392,402554,517,2859,1649,58113,208184,5610000,262213,1.385
10/27/2024,Philadelphia PA,DMA_004,264035,378212,133432,67406,71944,82488,67352,12661782,15187240,210617,18741,635327,472,2095,1797,53458,224429,5610000,319173,1.439
11/3/2024,Philadelphia PA,DMA_004,253177,295034,134488,61233,38943,99097,52490,9051391,16043931,186355,17646,313522,698,2771,1480,61836,215200,5610000,206374,1.403
11/10/2024,Philadelphia PA,DMA_004,190322,190410,110924,40604,49612,70873,43734,5683367,11533962,164556,13858,482160,545,2350,1379,43844,161773,5610000,158325,1.116
11/17/2024,Philadelphia PA,DMA_004,207994,196862,69407,62912,62358,110763,63994,5130609,10142747,125713,28859,664264,566,2289,1740,41526,176794,5610000,223008,1.198
11/24/2024,Philadelphia PA,DMA_004,193908,278827,67721,52653,34347,62650,37794,9582525,8398669,70438,30725,311338,679,2023,1725,39783,164821,5610000,280139,1.102
12/1/2024,Philadelphia PA,DMA_004,191003,255220,63384,48595,29155,90987,58863,6708340,8849199,144580,15199,282663,489,2250,1353,47600,162352,5610000,149599,1.108
12/8/2024,Philadelphia PA,DMA_004,200144,243964,115731,48033,52067,96240,51596,7473715,12904181,216621,18996,500683,700,2805,1569,48739,170122,5610000,173250,1.109
12/15/2024,Philadelphia PA,DMA_004,198294,231724,78596,54918,43158,82950,54796,6539618,10549197,116459,24350,504325,509,1821,1444,46153,168549,5610000,190898,1.145
12/22/2024,Philadelphia PA,DMA_004,188365,208588,94510,39630,43293,68485,37375,6334950,13796275,119417,12547,413254,428,2387,1601,39067,160110,5610000,149308,1.119
1/1/2023,Dallas TX,DMA_005,197213,253086,112436,49956,35210,99841,47478,7008895,12665395,152848,32280,445185,434,2126,1114,37801,177491,5080000,343495,1.236
1/8/2023,Dallas TX,DMA_005,197352,271051,103851,59004,42046,85512,47972,6969836,14916171,290756,15086,494465,397,1838,1538,30126,167749,5080000,271673,1.257
1/15/2023,Dallas TX,DMA_005,209675,310159,88419,62873,29592,103644,37102,10500188,8898254,114487,16212,275952,536,2270,1326,50715,178223,5080000,204057,1.335
1/22/2023,Dallas TX,DMA_005,202919,279336,89282,33796,53804,74606,49498,8859239,9835405,120097,18013,626410,579,1951,1167,31063,172481,5080000,326200,1.313
1/29/2023,Dallas TX,DMA_005,191816,234167,113030,52543,38338,113296,60877,6718714,12835388,205441,13356,468604,684,2774,1582,44520,163043,5080000,231386,1.234
2/5/2023,Dallas TX,DMA_005,191869,199395,87252,51512,35546,112189,55123,6902260,10335220,92245,16709,294341,416,2119,1486,33860,163088,5080000,125754,1.266
2/12/2023,Dallas TX,DMA_005,201503,315285,78452,40843,42723,62978,43406,10862292,8293124,160609,10460,357174,680,1849,1384,37073,171277,5080000,371110,1.314
2/19/2023,Dallas TX,DMA_005,188384,215904,112015,40673,36201,78480,41587,7206520,12439636,117477,18147,348007,611,2592,1084,30605,160126,5080000,167541,1.214
2/26/2023,Dallas TX,DMA_005,174776,241164,81360,40885,32779,71912,45452,6139214,8181661,121309,14237,280589,397,2185,1730,27557,148559,5080000,262682,1.17
3/5/2023,Dallas TX,DMA_005,187452,234397,90490,45967,38180,55516,59778,8069784,11276006,152960,22562,327001,527,1976,1063,33903,159334,5080000,273657,1.187
3/12/2023,Dallas TX,DMA_005,172909,204180,61012,34116,24043,107871,36382,5904325,7091127,103443,9776,202549,638,2422,1093,35886,146972,5080000,218978,1.19
3/19/2023,Dallas TX,DMA_005,180089,249629,96731,33426,36599,111364,62035,6883293,10032959,127437,18517,311189,614,2623,1824,41737,153075,5080000,233904,1.163
3/26/2023,Dallas TX,DMA_005,134750,150808,48884,42431,21327,100496,53892,4923640,6545511,97955,15042,184626,480,1685,1183,29834,114537,5080000,129707,0.923
4/2/2023,Dallas TX,DMA_005,152127,178390,84347,43344,38143,50082,49218,4920683,8470328,145974,16115,454677,564,1826,1440,30505,129307,5080000,249228,1.024
4/9/2023,Dallas TX,DMA_005,177363,240652,77915,51706,22809,84652,39067,8323183,10101768,94113,21446,230317,577,2597,1482,39414,150758,5080000,160304,1.131
4/16/2023,Dallas TX,DMA_005,132657,201848,59217,30528,37845,88274,61479,6084073,8224834,92535,8207,487759,658,2419,1904,29695,112758,5080000,298293,0.932
4/23/2023,Dallas TX,DMA_005,130159,177690,53387,28926,40352,74451,61313,5103519,7539896,74861,12718,427724,496,2632,1899,29725,110635,5080000,203475,0.903
4/30/2023,Dallas TX,DMA_005,133611,191464,69996,29871,23832,97086,58779,6204881,10282539,83665,9439,258765,541,2176,1109,21380,113569,5080000,352296,0.94
5/7/2023,Dallas TX,DMA_005,156392,219530,57798,37864,37177,112007,65209,5611784,7824868,135958,15529,377673,653,2112,1581,30870,132933,5080000,195176,1.039
5/14/2023,Dallas TX,DMA_005,141396,166371,52478,31433,39554,62641,57814,4813036,7128287,67787,10156,338546,658,2023,1243,27858,120186,5080000,208043,1.016
5/21/2023,Dallas TX,DMA_005,160629,250009,59770,38975,30670,97398,37867,6640763,8484875,130327,20990,377561,485,2582,1728,36936,136534,5080000,380155,1.04
5/28/2023,Dallas TX,DMA_005,170422,232565,76822,39153,44813,99826,60160,7477796,11407815,209820,11744,427717,681,2640,1197,39227,144858,5080000,312309,1.102
6/4/2023,Dallas TX,DMA_005,160408,184307,83718,28654,43735,113129,49353,4887833,10154246,145342,9494,403296,565,2180,1458,27421,136346,5080000,223086,1.108
6/11/2023,Dallas TX,DMA_005,130765,139152,68662,36074,23718,54602,44578,3497149,7281708,142326,19538,283470,598,2634,1707,25616,111150,5080000,169995,0.876
6/18/2023,Dallas TX,DMA_005,144679,223697,83465,38014,40468,74721,55623,6208983,8431080,129730,12263,430850,582,2620,1667,27300,122977,5080000,266206,0.967
6/25/2023,Dallas TX,DMA_005,132328,140700,60777,40658,39485,82958,50352,4233120,8902302,83681,11089,423977,649,2106,1299,25765,112478,5080000,79410,0.93
7/2/2023,Dallas TX,DMA_005,126764,170781,47191,29643,34388,110819,42695,5384605,5174577,42632,11701,395094,578,2402,1711,27498,107749,5080000,120238,0.903
7/9/2023,Dallas TX,DMA_005,143978,145781,81304,40572,39740,92511,58731,4943586,9101736,147275,20562,341119,592,1723,1036,31701,122381,5080000,161235,0.949
7/16/2023,Dallas TX,DMA_005,155020,245110,75312,27788,36700,93921,52320,8184271,11263662,120043,8235,347299,668,1871,1147,32064,131767,5080000,175545,1.05
7/23/2023,Dallas TX,DMA_005,149125,188790,58544,36037,23606,103310,37878,5143651,5898784,83062,11509,269356,515,1765,1107,32486,126756,5080000,223802,1.052
7/30/2023,Dallas TX,DMA_005,151349,166232,70917,34093,38980,80813,42171,5182361,8785569,103742,13037,368437,560,1911,1659,26851,128646,5080000,113877,1.033
8/6/2023,Dallas TX,DMA_005,156306,233983,77806,31574,26600,112196,38287,6837525,9863299,151959,13151,275761,579,1859,1813,33461,132860,5080000,234832,1.035
8/13/2023,Dallas TX,DMA_005,129730,151242,77017,33642,26941,61519,60862,4552073,11042690,195385,11061,287350,589,2482,1271,27702,110270,5080000,244646,0.876
8/20/2023,Dallas TX,DMA_005,168290,262234,94777,32957,42747,81077,40184,8691034,10382842,155387,8907,539533,544,1905,1498,25415,143046,5080000,271895,1.121
8/27/2023,Dallas TX,DMA_005,215454,252352,77867,48996,40057,53905,64641,7751037,9853597,174845,23437,367344,547,2104,1557,36475,183135,5080000,290930,1.355
9/3/2023,Dallas TX,DMA_005,227510,310525,92209,53935,59046,97665,51281,8534714,12056949,166582,24657,746136,616,2291,1547,55838,193383,5080000,259577,1.413
9/10/2023,Dallas TX,DMA_005,226138,244300,89438,55916,44499,102068,53363,6627985,12793391,191199,17042,539967,665,2294,1619,40122,192217,5080000,207947,1.447
9/17/2023,Dallas TX,DMA_005,220306,245036,93239,45194,46664,91724,49262,6735750,9679674,189441,11646,586753,509,1710,1305,33678,187260,5080000,390238,1.472
9/24/2023,Dallas TX,DMA_005,206682,269246,88168,46283,40407,89998,51720,8768316,9376950,111063,20727,350255,572,2265,1505,38547,175679,5080000,236500,1.319
10/1/2023,Dallas TX,DMA_005,228775,255920,118732,43507,41862,107021,49656,6691828,12996275,134347,26514,410941,477,2751,1500,48551,194458,5080000,346062,1.452
10/8/2023,Dallas TX,DMA_005,223168,330275,105728,41855,34037,86607,61562,8747784,10702750,116747,19354,274091,722,2548,1572,38554,189692,5080000,401237,1.433
10/15/2023,Dallas TX,DMA_005,215046,223963,88567,40443,57835,107898,37951,6767650,12579528,122024,18521,732477,413,2149,1843,47143,182789,5080000,226006,1.403
10/22/2023,Dallas TX,DMA_005,221745,267596,110154,37825,35206,102609,49247,7004957,12834292,215806,20976,321700,479,1787,1101,41603,188483,5080000,367912,1.413
10/29/2023,Dallas TX,DMA_005,214804,294773,116940,45789,56604,70560,35580,9761875,16614783,201577,24317,570250,532,2775,1045,33977,182583,5080000,255057,1.302
11/5/2023,Dallas TX,DMA_005,218963,269296,109180,38232,29910,61441,45585,7382680,12048294,213720,21094,273730,449,2509,1611,53199,186118,5080000,397677,1.375
11/12/2023,Dallas TX,DMA_005,182524,233731,98445,39190,53288,109285,65778,6241700,11864604,192268,15477,456275,551,1857,1432,36065,155145,5080000,271091,1.194
11/19/2023,Dallas TX,DMA_005,168163,163658,64834,30967,36312,83451,59071,5107154,8911190,110357,20438,418555,487,2159,1040,34387,142938,5080000,183727,1.116
11/26/2023,Dallas TX,DMA_005,180092,243185,90940,45964,41816,50091,64625,7548648,12429637,242082,27295,367330,427,2079,1370,36964,153078,5080000,325819,1.109
12/3/2023,Dallas TX,DMA_005,178528,282739,81639,44306,43627,105435,47993,8640719,11847926,110281,11540,368776,484,1689,1287,33852,151748,5080000,251901,1.196
12/10/2023,Dallas TX,DMA_005,166895,219997,82700,52508,35357,52448,39277,7499701,11685857,108977,15936,372149,587,1877,1078,36506,141860,5080000,250516,1.104
12/17/2023,Dallas TX,DMA_005,174616,170705,79643,37696,49158,82200,60064,5394064,8084152,105194,13560,416307,695,2068,1671,34866,148423,5080000,117216,1.181
12/24/2023,Dallas TX,DMA_005,181653,279081,69275,57109,40002,66293,42646,7927016,8531436,88569,25890,402428,585,2045,1530,35986,154405,5080000,330591,1.175
12/31/2023,Dallas TX,DMA_005,231926,229656,118042,63360,52395,77063,54715,7091992,15969575,240413,22627,615064,709,2575,1404,48567,197137,5080000,189883,1.323
1/7/2024,Dallas TX,DMA_005,207926,218400,120885,35056,58722,107133,36216,5730589,15071129,266109,12751,664231,660,2228,1758,46532,176737,5080000,213085,1.249
1/14/2024,Dallas TX,DMA_005,207595,261533,82730,37023,35864,58155,65718,8247089,8373699,99624,11133,347992,535,2661,1442,38105,176455,5080000,218372,1.277
1/21/2024,Dallas TX,DMA_005,206494,259212,114657,49125,33173,68470,42770,6583667,14724065,164763,20225,270260,531,2547,1702,46238,175519,5080000,270204,1.221
1/28/2024,Dallas TX,DMA_005,202569,211407,101580,38653,60351,103386,56862,6530484,11200255,168122,12655,760407,499,2649,1256,41619,172183,5080000,270127,1.23
2/4/2024,Dallas TX,DMA_005,218653,238581,101863,61207,43799,70290,46118,6424049,13190307,110925,23228,477088,558,2412,1189,40879,185855,5080000,343327,1.317
2/11/2024,Dallas TX,DMA_005,216244,295774,100193,52232,55188,70280,63306,9201849,10737425,135026,19324,671341,500,2377,1130,42963,183807,5080000,256834,1.266
2/18/2024,Dallas TX,DMA_005,203446,228218,116110,45241,56764,69312,62860,6453988,11825138,138395,18099,543744,644,2465,1750,33310,172929,5080000,310036,1.228
2/25/2024,Dallas TX,DMA_005,202523,275873,115821,56520,25827,80878,46227,7583064,16557047,281262,22955,286137,554,2163,1876,46527,172144,5080000,458163,1.163
3/3/2024,Dallas TX,DMA_005,188756,229347,95813,56537,42232,114319,36795,6165156,13792614,243494,15184,436412,403,2081,1779,34789,160442,5080000,195293,1.122
3/10/2024,Dallas TX,DMA_005,194150,278148,100610,52097,50756,87149,54630,8024781,14198467,197653,25320,414871,627,2471,1644,38942,165027,5080000,371227,1.114
3/17/2024,Dallas TX,DMA_005,188074,290204,90131,44363,39312,83315,37064,7884603,9847437,120838,14093,318716,420,1693,1711,31717,159862,5080000,249157,1.155
3/24/2024,Dallas TX,DMA_005,184217,251198,83425,49356,26648,76169,39843,6365546,9724611,103055,20358,311755,569,2389,1109,30648,156584,5080000,307702,1.122
3/31/2024,Dallas TX,DMA_005,137920,166196,87201,25369,24468,108452,59528,4424930,9339035,163789,6348,283131,567,2347,1237,30828,117232,5080000,180168,0.9
4/7/2024,Dallas TX,DMA_005,179211,211550,109207,37338,47008,65482,62566,6863671,13147892,125084,12180,605275,501,1850,1579,37703,152329,5080000,239949,1.116
4/14/2024,Dallas TX,DMA_005,163282,193234,76083,41773,37893,111565,59395,6366662,7812546,141094,11725,360397,485,2450,1296,25030,138789,5080000,203952,1.005
4/21/2024,Dallas TX,DMA_005,169937,208517,99033,28420,33316,75314,60136,5785067,12644231,163004,10669,401250,416,1879,1854,35715,144446,5080000,180055,1.061
4/28/2024,Dallas TX,DMA_005,176001,260230,61629,54021,28525,78221,47772,8420168,7533403,77555,16777,343992,537,2338,1213,36214,149600,5080000,334372,1.08
5/5/2024,Dallas TX,DMA_005,181090,236658,61672,53051,37470,72705,65469,7446869,7887064,121733,19655,396932,513,1678,1728,43559,153926,5080000,190018,1.089
5/12/2024,Dallas TX,DMA_005,182410,210902,108277,29736,54051,93783,46373,6876729,11732443,136783,7970,489562,530,2722,1792,29914,155048,5080000,214172,1.142
5/19/2024,Dallas TX,DMA_005,167821,259244,63801,36097,27065,70212,46675,8170819,9015808,157314,13457,258264,673,2540,1304,30363,142647,5080000,335918,1.007
5/26/2024,Dallas TX,DMA_005,147930,226234,53247,45761,33467,89682,55728,7315337,6938055,90040,13091,272608,648,2597,1119,23608,125740,5080000,274824,0.918
6/2/2024,Dallas TX,DMA_005,180817,266689,108121,28046,54072,60542,48095,8589350,15246961,205926,10450,526743,446,2053,1746,30411,153694,5080000,234786,1.085
6/9/2024,Dallas TX,DMA_005,154415,190482,96502,25510,30816,79741,57512,5525768,11952820,206596,6425,253401,658,1710,1357,35892,131252,5080000,156169,0.987
6/16/2024,Dallas TX,DMA_005,144718,144169,68799,40441,33618,79204,48998,3853974,7372540,131180,17549,280946,714,2572,1525,32439,123010,5080000,156801,0.901
6/23/2024,Dallas TX,DMA_005,164491,251420,63276,33577,38416,67615,36193,7291946,8177128,94642,22255,310866,486,2228,1863,30760,139817,5080000,423189,0.999
6/30/2024,Dallas TX,DMA_005,151046,196025,85363,35732,28491,110140,63801,6714102,12484374,185621,13255,368995,494,2705,1369,28113,128389,5080000,284283,0.908
7/7/2024,Dallas TX,DMA_005,147819,196072,69271,31109,27445,105363,57323,5867601,9703389,174913,7821,302539,398,1967,1668,33565,125646,5080000,261616,0.94
7/14/2024,Dallas TX,DMA_005,138596,168355,79088,24245,41442,113839,64178,5163007,11710346,189989,12880,343320,609,2153,1287,26018,117806,5080000,227263,0.855
7/21/2024,Dallas TX,DMA_005,163782,202901,88332,47088,24975,63576,43359,7015217,10250748,139437,15685,273609,519,1686,1640,30883,139214,5080000,230802,0.999
7/28/2024,Dallas TX,DMA_005,173691,187633,90052,50058,23193,101990,47780,5477977,12203189,196216,23703,233687,553,2264,1323,30768,147637,5080000,165669,1.019
8/4/2024,Dallas TX,DMA_005,189397,270767,97142,54199,30742,92276,48341,8542977,13416067,176021,16087,267811,477,2198,1735,31039,160987,5080000,290216,1.118
8/11/2024,Dallas TX,DMA_005,176141,239682,83002,28588,53196,96830,46319,6374671,10709704,179255,7766,638682,555,2100,1244,28708,149719,5080000,171675,1.102
8/18/2024,Dallas TX,DMA_005,169160,237038,61128,40286,33065,108027,50098,6471313,7064387,136882,23437,349385,565,2532,1709,41236,143786,5080000,130939,0.992
8/25/2024,Dallas TX,DMA_005,231035,284237,122949,39557,57070,63701,54178,7335520,13202850,136193,24478,613987,684,2763,1363,44717,196379,5080000,234906,1.346
9/1/2024,Dallas TX,DMA_005,223678,283757,74124,61608,62587,56356,46362,9546109,7981913,75169,28742,680835,594,1831,1854,43383,190126,5080000,176698,1.317
9/8/2024,Dallas TX,DMA_005,236594,321384,120863,59763,57131,113131,49042,8931607,14638992,142890,28627,720879,673,2590,1321,49894,201104,5080000,332883,1.354
9/15/2024,Dallas TX,DMA_005,219723,328679,113303,35157,52423,49573,42311,8415340,14336602,127953,12514,550572,410,2228,1630,45987,186764,5080000,361686,1.343
9/22/2024,Dallas TX,DMA_005,237008,262845,95378,55588,64641,94339,62440,8426241,11709177,119963,24264,783341,408,2559,1791,55304,201456,5080000,240479,1.38
9/29/2024,Dallas TX,DMA_005,265832,385391,124398,62550,66593,64062,36297,11018077,12712430,175307,32625,597324,416,2205,1033,47894,225957,5080000,367245,1.484
10/6/2024,Dallas TX,DMA_005,247916,273597,122452,49929,60235,50098,55367,8960282,16592965,256578,15410,675382,512,1952,1044,39152,210728,5080000,505005,1.454
10/13/2024,Dallas TX,DMA_005,230838,258306,100371,65488,46408,75174,40472,7416319,12652540,161695,31897,520523,693,2667,1221,56893,196212,5080000,204216,1.311
10/20/2024,Dallas TX,DMA_005,256120,235428,136422,44444,48515,58820,64857,6805575,15260396,177998,28048,540070,707,1998,1614,49302,217702,5080000,255731,1.488
10/27/2024,Dallas TX,DMA_005,221864,310013,85607,40702,58414,106857,61379,7821811,11604048,139273,14006,542249,657,1775,1434,39379,188584,5080000,309715,1.356
11/3/2024,Dallas TX,DMA_005,265726,357519,144728,75753,53180,87055,62508,10393431,19732334,371775,20350,440279,672,2024,1904,59418,225867,5080000,283511,1.476
11/10/2024,Dallas TX,DMA_005,197145,251929,89050,57644,43956,106877,42127,7993122,12072540,168292,37323,376817,671,2016,1867,29627,167573,5080000,333007,1.12
11/17/2024,Dallas TX,DMA_005,190364,204936,67218,39426,47941,63640,54784,6370740,10054834,146660,22575,397354,416,1897,1602,44051,161809,5080000,201079,1.134
11/24/2024,Dallas TX,DMA_005,193685,228926,80049,43402,36047,108584,62096,6319139,10601169,133946,12735,311577,596,2035,1645,41289,164632,5080000,205587,1.199
12/1/2024,Dallas TX,DMA_005,197071,230941,105665,57185,50672,96279,52372,7738644,14321388,181496,28938,420869,557,2030,1824,48515,167510,5080000,180571,1.125
12/8/2024,Dallas TX,DMA_005,198007,287519,86016,50648,55342,74862,40162,8390002,12575692,237063,26276,701714,665,2256,1325,39500,168305,5080000,356043,1.123
12/15/2024,Dallas TX,DMA_005,180479,212799,62191,37881,28251,76217,38045,7139270,8176602,72210,12485,261707,571,2196,1691,29314,153407,5080000,211337,1.141
12/22/2024,Dallas TX,DMA_005,188661,247590,91169,44593,54831,87774,56495,6561782,13340909,194040,11667,547138,490,1779,1707,31564,160361,5080000,277387,1.16
1/1/2023,San Francisco CA,DMA_006,197261,262946,72285,30682,34903,49714,63263,9119923,10219199,125020,19137,296649,654,1956,1560,39764,177534,4550000,283484,1.316
1/8/2023,San Francisco CA,DMA_006,206444,267372,96893,45334,45138,68758,59807,9350001,11423657,189374,16598,404591,535,2594,1616,42391,175477,4550000,262255,1.344
1/15/2023,San Francisco CA,DMA_006,185404,186449,81965,52082,27197,97547,51028,4757607,8484599,133806,16277,222928,511,2609,1470,39527,157593,4550000,231976,1.289
1/22/2023,San Francisco CA,DMA_006,193078,186615,83382,59422,45049,72432,57226,5003824,12181201,172723,18806,418650,647,2284,1360,31513,164116,4550000,144926,1.306
1/29/2023,San Francisco CA,DMA_006,188117,197306,86326,43825,29413,92516,53713,6219155,9782806,87201,16280,372493,385,2384,1344,28827,159899,4550000,159673,1.307
2/5/2023,San Francisco CA,DMA_006,205765,198898,100169,58650,27770,93251,41537,6388746,13329076,237684,22312,283638,422,1643,1589,40305,174900,4550000,134621,1.346
2/12/2023,San Francisco CA,DMA_006,178414,189963,105392,49739,39680,101281,60217,4800097,14470474,241224,16747,330470,463,1945,1508,35442,151651,4550000,111834,1.202
2/19/2023,San Francisco CA,DMA_006,197451,252642,70082,61319,37756,50730,53512,7987561,9245101,117163,20643,429883,640,2015,1790,30773,167833,4550000,410352,1.335
2/26/2023,San Francisco CA,DMA_006,172899,221760,62155,38501,36543,80906,40133,7004889,9070359,138162,10921,367963,440,2640,1346,34955,146964,4550000,131059,1.184
3/5/2023,San Francisco CA,DMA_006,177887,267481,92982,45085,27470,53214,48604,7843659,13568878,124791,24182,227868,480,1803,1531,38850,151203,4550000,436004,1.195
3/12/2023,San Francisco CA,DMA_006,168249,210992,63889,33854,29893,57364,46417,5483330,8792571,125707,17902,257690,467,1936,1467,41487,143011,4550000,226284,1.167
3/19/2023,San Francisco CA,DMA_006,165023,214504,68371,48777,38346,63139,45714,5912355,7715200,74927,26802,438219,437,1926,1757,34578,140269,4550000,184710,1.135
3/26/2023,San Francisco CA,DMA_006,150494,168234,90789,43676,43165,52770,54305,4337908,11188566,113079,19699,521042,695,2271,1328,33894,127919,4550000,167744,1.05
4/2/2023,San Francisco CA,DMA_006,148885,178775,68468,25267,35660,101961,63273,5164163,10072710,104481,15346,287571,486,2418,1671,29972,126552,4550000,127117,1.039
4/9/2023,San Francisco CA,DMA_006,126174,150349,71718,38781,18152,81309,59170,5243781,8984009,148783,17087,223468,381,2577,1646,26461,107247,4550000,236930,0.864
4/16/2023,San Francisco CA,DMA_006,120147,184051,55997,24028,40007,50861,62405,4792611,7928827,65217,6122,336335,614,2347,1106,18438,102124,4550000,197255,0.925
4/23/2023,San Francisco CA,DMA_006,117283,165869,43354,21457,17097,47772,42812,4717808,5967955,77972,11193,143322,465,2067,1504,26295,99690,4550000,145117,0.861
4/30/2023,San Francisco CA,DMA_006,134538,155299,63999,41533,28111,63461,52666,5266937,8812814,150538,13006,250263,425,2283,1619,26770,114357,4550000,100654,0.929
5/7/2023,San Francisco CA,DMA_006,130018,214408,84093,36795,32450,59883,50676,6065179,8742936,80398,10028,401673,569,1976,1325,31374,110515,4550000,328985,0.955
5/14/2023,San Francisco CA,DMA_006,146852,146446,66107,33665,33775,75968,36587,4180035,9384554,93945,14948,392357,422,2580,1673,36585,124824,4550000,200153,1.054
5/21/2023,San Francisco CA,DMA_006,158283,156116,71180,39216,25913,63960,41734,4234245,7857251,108182,18951,336465,668,2125,1089,26719,134540,4550000,180294,1.116
5/28/2023,San Francisco CA,DMA_006,142907,165509,61495,25922,36125,109867,44680,5696374,8131808,95420,9595,424182,432,2603,1611,30138,121470,4550000,313658,1.036
6/4/2023,San Francisco CA,DMA_006,137745,179991,84987,24109,40874,80737,36229,5934420,10419420,120056,9634,498902,597,2231,1822,31915,117083,4550000,211492,0.983
6/11/2023,San Francisco CA,DMA_006,135354,175746,59158,39221,42101,84129,58410,5116071,6072219,106458,21285,460244,516,1971,1159,29324,115050,4550000,214470,0.94
6/18/2023,San Francisco CA,DMA_006,120728,169964,49620,36459,17967,102936,52589,5440946,6063674,71360,13229,208618,579,2525,1644,29679,102618,4550000,203060,0.869
6/25/2023,San Francisco CA,DMA_006,120100,145514,43118,31290,20632,67374,49527,4591091,6124865,84763,9172,227673,472,2536,1142,18036,102085,4550000,175013,0.887
7/2/2023,San Francisco CA,DMA_006,125658,156954,73241,26312,27442,108609,63018,4322985,10823417,92057,6600,284876,527,2453,1516,20223,106809,4550000,95347,0.941
7/9/2023,San Francisco CA,DMA_006,125652,175993,69856,29767,37903,68986,52126,4433740,9170739,118395,8099,447175,642,2629,989,28870,106804,4550000,199237,0.921
7/16/2023,San Francisco CA,DMA_006,125732,137794,67769,41147,21095,65043,40126,4310366,8259494,86834,11536,242706,516,1647,1333,31324,106872,4550000,101252,0.926
7/23/2023,San Francisco CA,DMA_006,156703,249251,93268,44757,26156,108528,47602,6406627,12205087,105695,12350,247916,434,2203,1540,33328,133197,4550000,304283,1.109
7/30/2023,San Francisco CA,DMA_006,162690,201833,60398,46802,44041,47725,44077,6478597,8363146,142682,13934,541009,663,1932,1748,26994,138286,4550000,376079,1.134
8/6/2023,San Francisco CA,DMA_006,127563,141482,78196,37330,26076,70810,56437,4586927,10702247,94924,12231,305115,466,2477,1067,25241,108428,4550000,154542,0.918
8/13/2023,San Francisco CA,DMA_006,164594,174963,60270,54032,47834,69659,37836,4981510,6383899,99627,19352,434292,430,2439,1342,35397,139904,4550000,214511,1.147
8/20/2023,San Francisco CA,DMA_006,119040,150369,73414,25978,26784,55525,45664,4709959,9304454,104649,7171,280415,594,2624,1217,28311,101184,4550000,229002,0.884
8/27/2023,San Francisco CA,DMA_006,199571,243314,89748,35235,49414,66547,47043,8208783,10414751,192133,9034,517395,618,2348,1598,35424,169635,4550000,196750,1.357
9/3/2023,San Francisco CA,DMA_006,199714,286523,102642,46070,28277,79823,49365,8679811,12114328,238537,16289,257720,391,2056,1545,36843,169756,4550000,321856,1.309
9/10/2023,San Francisco CA,DMA_006,189305,224518,106764,40941,42001,65866,55798,7179144,11279835,132753,11246,435890,420,1969,1390,30526,160909,4550000,272995,1.323
9/17/2023,San Francisco CA,DMA_006,200871,288295,93166,42063,28062,92200,46097,9388497,11922177,117626,18386,261166,427,2461,1311,36877,170740,4550000,388626,1.34
9/24/2023,San Francisco CA,DMA_006,227925,207154,119250,60293,53153,104268,34229,6770129,14114988,205076,37168,589110,585,2658,1630,48331,193736,4550000,186389,1.435
10/1/2023,San Francisco CA,DMA_006,204040,216430,66984,46401,42157,78405,52648,7553795,9266797,154888,25952,357485,387,2409,1588,36072,173434,4550000,255602,1.329
10/8/2023,San Francisco CA,DMA_006,228374,268453,83712,62685,48454,65151,42452,9204506,9472201,115924,40524,575527,515,1774,1223,37127,194117,4550000,458201,1.478
10/15/2023,San Francisco CA,DMA_006,207983,202372,102228,61363,59648,94690,54654,5842387,13090187,205793,18514,592223,616,2157,1733,44708,176785,4550000,179264,1.387
10/22/2023,San Francisco CA,DMA_006,220091,336061,116136,42871,42713,78963,62940,9458317,14548039,219721,12025,416222,651,1660,1591,37743,187077,4550000,485792,1.486
10/29/2023,San Francisco CA,DMA_006,217131,244506,97889,46558,52102,105290,55988,7696413,13350352,256122,19689,670574,583,1889,1145,40580,184561,4550000,179078,1.406
11/5/2023,San Francisco CA,DMA_006,207857,288221,92587,36608,47137,104510,39043,10070120,10875643,107281,10094,591422,385,2107,1020,46374,176678,4550000,246877,1.435
11/12/2023,San Francisco CA,DMA_006,164257,198730,89177,50226,23782,52967,47372,5818909,9575042,83750,12749,220997,692,1941,1761,29076,139618,4550000,153248,1.175
